,HF_POWER_LOMB,LF_POWER_LOMB,LF_TO_HF_LOMB,VLF_POWER_LOMB
0,511.71283679622286,855.4937455463464,1.6718238903336835,2196.2028728327195
1,277.6101470485056,494.4520065588949,1.781102066389891,1979.2970286455509
2,193.21779795109288,407.4190137081357,2.108599818590528,3270.22763646346
3,147.22971668223175,245.01537218571488,1.6641706423611171,360.11318553685766
4,124.84125718041894,111.09522326870115,0.8898918977413677,338.3049851751146
5,169.81076910498086,163.40487673354946,0.9622762890410612,225.52852332634956
6,159.7500527003434,245.1641949536048,1.5346736405369452,883.289645907789
7,304.9001075413592,241.1735433518361,0.790991991759535,262.86589597825105
8,357.0009439632517,364.0457195918603,1.0197332128884615,391.6249857656677
9,166.8214899878943,249.17160680179768,1.4936421369925377,756.2287475795822
10,154.33184210916195,253.95907861865098,1.6455390873843174,331.33223420816256
11,214.5261129319197,191.51376678784598,0.8927293939671729,546.8851758879525
12,162.58163568793125,209.37964596701093,1.2878431508027544,614.2014945311404
13,261.5249088923007,422.5600993362601,1.6157546947479324,835.1005270987115
14,136.21194580784172,383.8870814963067,2.818307008387265,905.9972641933143
15,287.7946589524202,537.5056626198506,1.8676707364076337,448.1268308189486
16,111.40086962848318,285.6085883894318,2.5637913720236067,700.3609054243674
17,353.9312703680571,831.1736814662272,2.34840419893354,465.5051140687262
18,219.30445878373266,604.8323257255453,2.75795726671477,698.1293186601207
19,415.7740122491784,904.7204035652537,2.1759907471634947,618.6009192359089
20,1159.2268644368996,1200.435011898457,1.0355479576308602,960.3821891758403
21,286.09779418644837,471.1588252863767,1.6468453614826717,805.430396760406
22,778.7617186679802,1003.9449321168727,1.2891554734278077,616.8938149910367
23,369.1829590451968,447.67100640698504,1.2125993235570205,740.0030355992762
24,796.2765665164685,468.4182691550274,0.58826077377142,1695.3753369096755
25,380.6113307432517,694.6567695696373,1.8251079604307168,541.0135065996426
26,331.2554355971368,681.2900303204384,2.0566908708752583,834.0030861561422
27,128.65602015413626,406.05226999138716,3.1561078098398863,903.1608310272547
28,1257.9285846274295,525.4949800624727,0.41774627469659786,1016.113668715475
29,2166.364572196151,667.5434614726095,0.30813994562138153,1115.774923087527
30,1430.2624943712533,238.68728925112703,0.16688355472542438,397.45786214111183
31,1421.473382502046,454.7019772003208,0.31988075386959725,2164.838067755589
32,2338.689310758225,925.8972959888057,0.3959043605020887,1746.3813134639245
33,1819.3902467596104,405.8170845935705,0.22305114876610074,632.2103742391951
34,1122.1462707184476,957.32375674893,0.8531185120242917,13934.664777738151
35,1293.4888233447584,522.0992531063047,0.4036364626299887,802.5200800480922
36,1424.3985716685174,519.0567883882051,0.3644041764098305,2475.621977358552
37,902.1463190219556,199.97016305039025,0.22166045444511046,172.84059002743047
38,981.720168015482,295.0515106798708,0.3005454306559767,291.3474889744984
39,1981.9123928439265,686.7648383543958,0.34651624402475684,8757.641436586842
40,1304.2296909660372,638.3756456066719,0.4894656593301674,3172.1748109945056
41,99.090230681399,401.36759448391433,4.050526391188009,260.1918771183282
